titulo|autores|isbn|calificacion_promedio
The Von Hoffmann Bros.' Big Damn Book Of Sheer Manliness|Todd Von Hoffmann-Brant Von Hoffman-Colby Allerton|1575440849|4.21
Anna Karenina|Leo Tolstoy-Richard Pevear-Larissa Volokhonsky|0142000272|4.04
The Idiot|Fyodor Dostoyevsky-Richard Pevear-Larissa Volokhonsky|186207593X|4.19
The Brothers Karamazov|Fyodor Dostoyevsky-Richard Pevear-Larissa Volokhonsky|0099922800|4.32
Selected Stories of Anton Chekhov|Anton Chekhov-Richard Pevear-Larissa Volokhonsky|0553381008|4.35
Mother Maria Skobtsova: Essential Writings|Maria Skobtsova-Richard Pevear|1570754365|4.31
What is Art?|Leo Tolstoy-Richard Pevear-Larissa Volokhonsky|0140446427|3.7
The Complete Short Novels|Anton Chekhov-Richard Pevear-Larissa Volokhonsky|140003292X|4.47
The Double and The Gambler|Fyodor Dostoyevsky-Richard Pevear-Larissa Volokhonsky|0375719016|4.15
The Adolescent|Fyodor Dostoyevsky-Richard Pevear-Larissa Volokhonsky|0375719008|3.94
If I Die in a Combat Zone|Tim O'Brien|0007162995|3.95
If I Die In A Combat Zone|Tim O'Brien|0586087990|3.95
Rainbow Six (Jack Ryan Universe  #10)|Tom Clancy|0425170349|4.08
Child of War  Woman of Peace|Le Ly Hayslip-James Hayslip-Jenny Wurts|0385471475|3.76
When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace|Le Ly Hayslip-Jay Wurts|0452271681|4.11
When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace|Le Ly Hayslip-Jay Wurts|0452264170|4.11
Philip Vera Cruz: A Personal History of Filipino Immigrants and the Farmworkers Movement  Third Edition|Craig Scharlin-Lilia V. Villanueva|0295979844|3.87
Coming of Age in Mississippi: The Classic Autobiography of a Young Black Girl in the Rural South|Anne Moody|0385337817|4.13
I'm Too Young To Be Seventy|Judith Viorst-Laura Gibson|0743267745|3.94
The Seventy Wonders of the Ancient World: The Great Monuments and How They Were Built|Christopher Scarre|0500050961|4.02
Seventy-Seven Clocks (Bryant & May #3)|Christopher Fowler|0553587153|3.89
The Blank Slate: The Modern Denial of Human Nature|Steven Pinker|0142003344|4.08
Words and Rules: The Ingredients of Language|Steven Pinker|0753810255|3.91
How the Mind Works|Steven Pinker|0140244913|3.97
The Language Instinct: How the Mind Creates Language|Steven Pinker|0060958332|4.05
Learnability and Cognition: The Acquisition of Argument Structure|Steven Pinker-Jacques A. Mehler|0262660733|3.7
Fight Club|Chuck Palahniuk|0393327345|4.2
BSD Hacks|Lavigne|0596006799|3.79
The Design and Implementation of the 4.3BSD UNIX Operating System|Samuel J. Leffler-Marshall Kirk McKusick-Michael J. Karels|0201061961|4.26
Choke|Stuart Woods|0061094226|3.83
Choke Point: A Brinker Mystery (Brinker P.I.)|James C. Mitchell|0312315325|3.24
The Aleph and Other Stories|Jorge Luis Borges-Andrew Hurley|0142437883|4.38
El Aleph|Jorge Luis Borges|9500425998|4.38
Vanity Fair|William Makepeace Thackeray-John Carey|0141439831|3.78
Vanity Fair|William Makepeace Thackeray-Nicholas Dames|1593080719|3.78
Vanity Fair|William Makepeace Thackeray|0140620850|3.78
V for Vendetta|Alan Moore-David   Lloyd|1401207928|4.25
Official Nintendo Power FINAL FANTASY V ADVANCE Player's Guide|Nintendo Power|1598120174|4.25
V.|Thomas Pynchon-Carlos Martín Ramírez|2020418770|3.96
Girl in the Shadows (Shadows  #2)|V.C. Andrews|1416500529|3.81
V for Vendetta|Steve Moore-Andy Wachowski-Lana Wachowski-Alan Moore|1416516999|4.15
Heaven (Casteel  #1)|V.C. Andrews|0671010050|4.03
Slow Learner: Early Stories|Thomas Pynchon|0099532514|3.5
A Gravity's Rainbow Companion: Sources and Contexts for Pynchon's Novel|Steven Weisenburger|0820328073|4.01
Casino Royale|Ian Fleming|0141187581|3.74
Casino Royale|Anthony Hern-Ian Fleming-Henry Gammidge-John McLusky|1840238437|3.68
Bel Canto|Ann Patchett|0060838728|3.93
Guerilla Film Makers Movie Blueprint|Chris          Jones-Jonathan Newman-Cara Williams|0826414532|4.2
Mini-Manual of the Urban Guerrilla|Carlos Marighella|1894925025|3.31
The Career Programmer: Guerilla Tactics for an Imperfect World (Expert's Voice)|Christopher   Duncan|1590596242|3.13
A Bend in the River|V.S. Naipaul|0330487140|3.77
The Middle Passage|V.S. Naipaul|0375708340|3.59
A House for Mr Biswas|V.S. Naipaul|0330487191|3.82
Magic Seeds|V.S. Naipaul|0375707271|3.12
The Mimic Men|V.S. Naipaul|0330487108|3.39
Half a Life|V.S. Naipaul|037570728X|3.24
North of South: An African Journey|Shiva Naipaul|0140188266|3.93
The Enigma of Arrival: A Novel in Five Sections|V.S. Naipaul|0330487159|3.69
V.S. Naipaul|Bruce Alvin King|1403904561|2.0
Regeneration (Regeneration  #1)|Pat Barker|0140236236|4.03
Regeneration Through Violence: The Mythology of the American Frontier  1600–1860|Richard Slotkin|0806132299|4.28
Regeneration (Species Imperative  #3)|Julie E. Czerneda|0756403456|4.13
The Regeneration Trilogy (Regeneration  #1-3)|Pat Barker|0670869295|4.39
The Ghost Road|Pat Barker|0140236287|4.11
The Sparrow (The Sparrow  #1)|Mary Doria Russell|0552997773|4.17
The Age of Bronze (Pirates of the Caribbean: Jack Sparrow  #5)|Rob Kidd-Walt Disney Company|1423101685|4.05
The Sword of Cortés (Pirates of the Caribbean: Jack Sparrow  #4)|Rob Kidd-Jean-Paul Orpinas-Walt Disney Company|1423100611|3.97
The Pirate Chase (Pirates of the Caribbean: Jack Sparrow  #3)|Rob Kidd-Walt Disney Company|1423100204|3.89
The Siren Song (Pirates of the Caribbean: Jack Sparrow  #2)|Rob Kidd-Jean-Paul Orpinas|1423100190|3.86
The Coming Storm (Pirates of the Caribbean: Jack Sparrow  #1)|Rob Kidd-Jean-Paul Orpinas|1423100182|3.83
The Woman in White|Wilkie Collins-Matthew Sweet|0141439610|3.99
The Woman in White|Wilkie Collins|0486440966|3.99
The Woman in White|Wilkie Collins-Maria K. Bachman-Don Richard Cox|1551116448|3.99
The Woman in White|Wilkie Collins-Camille Cauti|1593082800|3.99
The Lord of the Rings (The Lord of the Rings  #1-3)|J.R.R. Tolkien|0007136587|4.49
The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States|National Commission on Terrorist Attacks Upon The United States|0393060411|3.58
The Hobbit or There and Back Again|J.R.R. Tolkien|0618260307|4.26
The Annotated Hobbit|J.R.R. Tolkien-Douglas A. Anderson|0007137273|4.26
Poems From The Hobbit|J.R.R. Tolkien|0618009345|4.32
The Hobbit: Or There and Back Again|J.R.R. Tolkien|1594130051|4.26
The Hobbit|J.R.R. Tolkien|0261103288|4.26
Ruthless Rhymes for Heartless Homes and More Ruthless Rhymes|Harry Graham-Frank J. Moore-D. Streamer|0486402185|3.83
The Essential Neruda: Selected Poems|Pablo Neruda-Mark Eisner-Lawrence Ferlinghetti-Robert Hass-Stephen Mitchell-Alastair Reid-Forrest Gander-Jack Hirschman-Stephen Kessler-John Felstiner|0872864286|4.46
Twenty Love Poems and a Song of Despair|Pablo Neruda-W.S. Merwin-Cristina García|0143039962|4.31
Veinte poemas de amor y una canción desesperada; Cien sonetos de amor|Pablo Neruda|1400001447|4.31
The Poetry of Pablo Neruda|Pablo Neruda-Ilan Stavans|0374529604|4.45
Love|Pablo Neruda|0786881488|4.46
Memoirs|Pablo Neruda|028564811X|4.21
Anil's Ghost|Michael Ondaatje|0375724370|3.56
The Collected Works of Billy the Kid|Michael Ondaatje|0747572607|3.99
Running In The Family|Michael Ondaatje|0330281720|3.84
Waiting for My Cats to Die: A Memoir|Stacy Horn|0312287445|3.67
Narcissus and Goldmund|Hermann Hesse-Ursule Molinaro|0374506841|4.2
Narcissus and Goldmund|Hermann Hesse-Leila Vennewitz|0720608724|4.2
Edward Lear's Book of Nonsense: With Lear's Original Illustrations|Edward Lear-Simcha Shtull|1888297018|3.66
A Sparrow Falls (Courtney #3)|Wilbur Smith|0312940688|4.17
Providence of a Sparrow: Lessons from a Life Gone to the Birds|Chris Chester|1400033853|4.32
Sparrow Hawk Red|Ben Mikaelsen|0786811056|3.77
The Fall of a Sparrow|Robert Hellenga|0684850273|3.69
The Bluebird and the Sparrow (Women of the West  #10)|Janette Oke|0764202537|3.82
Journey of the Sparrows|Fran Leeper Buss-Daisy Cubias|0142302090|3.67
Aleutian Sparrow|Karen Hesse-Evon Zerbetz-Kim McGillivray|1416903275|3.77
An Episode of Sparrows|Rumer Godden|1590171241|4.2
Li Po and Tu Fu: Poems|Li Bai-Du Fu-Arthur Cooper-Shui Chien-Tung|0140442723|4.11
混血王子的背叛 (哈利波特  #6)|J.K. Rowling-J.K.羅琳-皇冠編譯組-張定綺-彭倩文-趙丕慧-林靜華|9573321742|4.56
火盃的考驗 (哈利波特  #4)|J.K. Rowling-J.K.羅琳-彭倩文|9573318318|4.55
Five t'Ang Poets|Wang Wei-Li Bai-Li Ho-Li Shang-yin-David        Young|093244055X|4.31
Tropic of Cancer|Henry Miller|0007204469|3.69
The End of Obscenity: The Trials of Lady Chatterley  Tropic of Cancer  and Fanny Hill|Charles Rembar|0060970618|3.86
Juniper|Monica Furlong|0394832205|4.16
The Long Road Back: A Survivor's Guide to Anorexia|Judy Tam Sargent-Sonia Nordenson|1880823195|3.2
The Road Back|Erich Maria Remarque|1931541744|4.31
Robinson Crusoe|Daniel Defoe-L.J. Swingle|1593080115|3.67
Achilles in Vietnam: Combat Trauma and the Undoing of Character|Jonathan Shay|0684813211|4.24
Mr. Cruso  Mrs. Barton und Mr. Foe|J.M. Coetzee-Wulf Teichmann|3596132517|3.44
The Work of Mourning|Jacques Derrida-Pascale-Anne Brault-Michael Naas|0226142817|4.22
Transform Your Life: A step-by-step programme for change|Diana Cooper|0749919442|4.0
Byzantium: The Early Centuries|John Julius Norwich|0394537785|4.32
Byzantium (Vol. 3): The Decline and Fall|John Julius Norwich|0140114491|4.42
Byzantium: The Apogee|John Julius Norwich|0140114483|4.41
A Short History of Byzantium|John Julius Norwich|0679772693|4.09
The Middle Sea: A History of the Mediterranean|John Julius Norwich|0701176083|3.85
Byzantium: The Decline and Fall|John Julius Norwich|0679416501|4.42
A History of Venice|John Julius Norwich|0679721975|4.21
The Normans in Sicily: The Normans in the South 1016-1130 and the Kingdom in the Sun 1130-1194|John Julius Norwich|0140152121|4.32
Siddhartha|Hermann Hesse-Susan Bernofsky-Tom Robbins|0679643362|4.01
Siddhartha|Hermann Hesse-Joachim Neugroschel-Ralph Freedman|0142437182|4.01
Siddhartha|Hermann Hesse|2253008486|4.01
Siddhartha|Hermann Hesse-Hilda Rosner-Donald McCrory|033035485X|4.01
The Moonstone|Wilkie Collins-Carolyn G. Heilbrun|0375757856|3.91
The Moonstone|Wilkie Collins|0140620133|3.91
The Moonstone|Wilkie Collins-P.D. James|0192100289|3.91
Ride of the Second Horseman: The Birth and Death of War|Robert L. O'Connell|0195119207|4.23
Beloved|Toni Morrison|1400033411|3.81
Cry  the Beloved Country|Alan Paton|074326195X|3.89
Life of the Beloved: Spiritual Living in a Secular World|Henri J.M. Nouwen|0824519868|4.29
Come Away My Beloved|Frances J. Roberts|1593109156|4.58
Israel  My Beloved|Kay Arthur|0736903704|4.17
Beloved Bride: The Letters of Stonewall Jackson to His Wife|Bill Potter-Stephen Lang|1929241631|4.14
The Search for the Beloved: Journeys in Mythology and Sacred Psychology (Inner Workbook)|Jean Houston|0874778719|4.0
Reservation Blues|Sherman Alexie|0802141900|3.98
All the Pretty Horses|Cormac McCarthy|0739412531|3.98
The Border Trilogy: All the Pretty Horses  The Crossing  Cities of the Plain|Cormac McCarthy|0375407936|4.43
Music & Silence|Rose Tremain|0743418263|3.95
The Periodic Table|Primo Levi|0140296611|4.2
Survival in Auschwitz|Primo Levi-Stuart J. Woolf-Philip Roth|0684826801|4.31
The Reawakening|Primo Levi-Stuart J. Woolf|0684826356|4.27
The Drowned and the Saved|Primo Levi|0349100470|4.39
If This Is a Man & The Truce|Primo Levi-Stuart J. Woolf|1857152220|4.55
The Monkey's Wrench|Primo Levi-William Weaver-Ruth Feldman-Ruth Tenzer Feldman|0140188924|3.93
If This Is a Man / The Truce|Primo Levi-Stuart J. Woolf-Paul Bailey|0349100136|4.55
Primo Levi: A Life|Ian Thomson|0312423675|4.14
Wuthering Heights|Emily Brontë|0140620125|3.84
Wuthering Heights|Emily Brontë-Richard J. Dunn-David Timson-Charlotte Brontë-Ruth Golding-Robert Heindel|0393978893|3.84
Disgrace|J.M. Coetzee|0143036378|3.84
Waiting for the Barbarians|J.M. Coetzee|0140283358|3.93
The Lives of Animals|J.M. Coetzee-Amy Gutmann-Peter Singer-Wendy Doniger-Barbara Smuts-Marjorie Garber|069107089X|3.69
Boyhood: Scenes from Provincial Life|J.M. Coetzee|014026566X|3.79
Youth|J.M. Coetzee|0142002003|3.79
Age of Iron|J.M. Coetzee|0140275657|3.85
The Wife (Kristin Lavransdatter  #2)|Sigrid Undset-Tiina Nunnally-Sherrill Harbison|0141181281|4.15
Kristin Lavransdatter (Kristin Lavransdatter  #1-3)|Sigrid Undset-Tiina Nunnally-Brad Leithauser-Ieva Celmiņa|0143039164|4.28
The Axe (The Master of Hestviken  #1)|Sigrid Undset-Arthur G. Chater|0679752730|4.21
The Cross (Kristin Lavransdatter  #3)|Sigrid Undset-Tiina Nunnally-Sherrill Harbison|0141182350|4.28
The Wreath (Kristin Lavransdatter  #1)|Sigrid Undset-Tiina Nunnally|0141180412|4.02
The Mistress of Husaby (Kristin Lavransdatter  #2)|Sigrid Undset|0394752937|4.15
Jenny|Sigrid Undset-Tiina Nunnally|158642050X|3.76
The Unknown Sigrid Undset: Jenny and Other Works|Sigrid Undset-Tim Page-Tiina Nunnally-Naomi Walford|1586420216|4.2
Gunnar's Daughter|Sigrid Undset-Sherrill Harbison-Arthur G. Chater|014118020X|4.17
The Snake Pit (The Master of Hestviken  #2)|Sigrid Undset-Arthur G. Chater|0679755543|4.24
The Son Avenger (The Master of Hestviken  #4)|Sigrid Undset|0679755527|4.39
An Imaginary Life|David Malouf|0099273845|3.87
The Great World|David Malouf|0099273861|3.87
A Very Long Engagement|Sébastien Japrisot|0099474549|3.91
Birdsong|Sebastian Faulks|0679776818|4.08
The Collected Poems of Wilfred Owen|Wilfred Owen-Cecil Day-Lewis|0811201325|4.33
Murder in Foggy Bottom (Capital Crimes  #17)|Margaret Truman|0449001962|3.7
The Road|Cormac McCarthy|0307265439|3.96
The Road to Serfdom|Friedrich A. Hayek|0415253896|4.18
Road of the Patriarch (Forgotten Realms: The Sellswords  #3)|R.A. Salvatore|0786940751|4.19
Road Trip USA: Cross-Country Adventures on America's Two-Lane Highways|Jamie Jensen|1566917662|3.96
Howl's Moving Castle (Howl's Moving Castle  #1)|Diana Wynne Jones|006441034X|4.3
Howl and Other Poems|Allen Ginsberg-William Carlos Williams|0872863107|4.13
The Art of Howl's Moving Castle|Hayao Miyazaki-Yuji Oniki-Joe Hisaishi|1421500493|4.51
Howl: Original Draft Facsimile  Transcript & Variant Versions  Fully Annotated by Author  with Contemporaneous Correspondence|Allen Ginsberg-Barry Miles|0061137456|4.22
The Best of America's Test Kitchen 2007: The Year's Best Recipes  Equipment Reviews  and Tastings|America's Test Kitchen|1933615095|4.34
Charlie and the Chocolate Factory|Roald Dahl-Quentin Blake|0142403881|4.12
Charlie and the Chocolate Factory: A Play|Richard R. George-Roald Dahl|0140311254|4.31
Charlie y la fábrica de chocolate (Charlie Bucket  #1)|Roald Dahl-Quentin Blake|1598200593|4.12
Charlie and the Chocolate Factory (Abridged)|Roald Dahl|0142404209|3.86
The BFG|Roald Dahl-Quentin Blake|0141311371|4.22
The BFG|Roald Dahl-Quentin Blake|0440840406|4.22
The BFG|Roald Dahl-Quentin Blake|0590975005|4.22
The BFG|Roald Dahl-Quentin Blake|0439387868|4.22
Collected Stories|Roald Dahl-Jeremy Treglown|0307264904|4.37
The Witches|Roald Dahl-Quentin Blake|0590032496|4.17
Roald Dahl Treasury|Roald Dahl|067003665X|4.43
The Best of Roald Dahl|Roald Dahl|0679729917|4.38
Dirty Beasts|Roald Dahl-Quentin Blake|0142302279|4.02
Never Let Me Go|Kazuo Ishiguro|1400078776|3.81
Never Let Me Go|Kazuo Ishiguro|0676977111|3.81
Never Let Me Go|Kazuo Ishiguro|0571224121|3.81
Never Let Me Go|Kazuo Ishiguro-Rosalyn Landor|1415916292|3.81
Homeric Moments: Clues to Delight in Reading the Odyssey and the Iliad|Eva Brann|0967967570|4.29
Paradoxes of Education in a Republic|Eva Brann|0226071367|4.3
The Music of the Republic: Essays on Socrates' Conversations and Plato's Writings|Eva Brann|1589880080|4.55
Open Secrets / Inward Prospects: Reflections on World and Soul|Eva Brann|1589880196|4.42
Phaedo|Plato-Eva Brann-Peter Kalkavage-Eric Salem|0941051692|4.03
Rocky Stories: Tales of Love  Hope  and Happiness at America's Most Famous Steps|Michael Vitez-Tom Gralish-Sylvester Stallone|1589880293|4.16
Since You're Leaving Anyway  Take Out the Trash (Domestic Equalizers #1)|Dixie Cash|0060595361|3.81
The DaVinci Code: A Quest for Answers|Josh McDowell|1932587802|4.05
The Da Vinci Code (Robert Langdon  #2)|Dan Brown|0385504217|3.82
Blessings from the Other Side: Wisdom and Comfort from the Afterlife for This Life|Sylvia Browne-Lindsay Harrison|0451206703|3.95
Mother God: The Feminine Principle to Our Creator|Sylvia Browne|1401903096|4.04
Thanksgiving|Janet Evanovich|0060598808|3.6
Plum Lovin' (Stephanie Plum  #12.5)|Janet Evanovich|0312306342|3.72
Four to Score (Stephanie Plum  #4)|Janet Evanovich|0312966970|4.17
High Five (Stephanie Plum  #5)|Janet Evanovich|0330371231|4.18
Seven Up (Stephanie Plum  #7)|Janet Evanovich|0312980140|4.16
Hard Eight (Stephanie Plum  #8)|Janet Evanovich-Lorelei King|0312983867|4.17
Motor Mouth (Alex Barnaby #2)|Janet Evanovich|0060584033|3.67
Two for the Dough (Stephanie Plum  #2)|Janet Evanovich|0140255559|4.11
Infinite Jests: The Lighter Side of Science Fiction|Robert Silverberg-William Tenn-Damon Knight-Joanna Russ-Grahame Leman-Brian W. Aldiss-Frederik Pohl-R.A. Lafferty-Avram Davidson-Philip K. Dick-Alfred Bester|0801959314|4.12
A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments|David Foster Wallace|0316919896|4.27
Ivanhoe|Walter Scott-Graham Tulloch|0140436588|3.75
Ivanhoe|Marianna Mayer-Walter Scott-John Rush|1587172488|3.93
Me and Jezebel: When Bette Davis Came for Dinner -- And Stayed ... And Stayed ... And Stayed ... And ...|Elizabeth L. Fuller|0425132641|3.7
George Washington and Benedict Arnold: A Tale of Two Patriots|Dave R. Palmer|1596980206|4.27
His Excellency: George Washington|Joseph J. Ellis|1400032539|3.92
George Washington's Rules of Civility & Decent Behavior in Company and Conversation (Little Books of Wisdom)|George Washington|155709103X|4.1
George Washington's Sacred Fire|Peter A. Lillback-Jerry Newcombe|0978605268|4.2
Waverley|Walter Scott-Claire Lamont|0192836013|3.43
The Antiquary|Walter Scott-Nicola J. Watson|0192831879|3.85
Rob Roy|Walter Scott-Lockhart Bogle|0375760601|3.7
Prozac Nation|Elizabeth Wurtzel|1573229628|3.59
Girl  Interrupted: Screenplay based on the book|James Mangold-Anna Hamilton Phelan-Lisa Loomer-Susanna Kaysen|057120211X|3.97
The Bell Jar|Sylvia Plath|0061148512|3.99
The Bell Jar|Sylvia Plath|055312420X|3.99
The Bell Jar|Sylvia Plath|0553103709|3.99
How to Write a Damn Good Novel: A Step-by-Step No Nonsense Guide to Dramatic Storytelling|James N. Frey|0312010443|3.85
Book of the Dead (Kay Scarpetta  #15)|Patricia Cornwell|0399153934|3.65
At Risk (Winston Garano  #1)|Patricia Cornwell|0399153624|3.4
Predator (Kay Scarpetta  #14)|Patricia Cornwell|0425210278|3.68
Trace (Kay Scarpetta  #13)|Patricia Cornwell|0425204200|3.78
Point of Origin (Kay Scarpetta  #9)|Patricia Cornwell|0751530484|4.02
Postmortem (Kay Scarpetta  #1)|Patricia Daniels Cornwell-Patricia Cornwell|0743477154|4.02
